test,Acceptable if,equation,parameter,coefficient,std_error,t_stat,p_value,lower_95,upper_95,significant_at_5pct
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INF,const,0.1369341764889838,0.07620710396407013,1.7968689185924853,0.07235643198364078,-0.012431747280593652,0.28630010025856123,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,UNRATE,const,0.3126011220368985,0.15918874414993342,1.9637137267850557,0.04956329982968688,0.0005911835030290025,0.624611060570768,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INDPRO_GROWTH,const,-1.2477285495823462,0.293833908225378,-4.246373596287965,2.172582565679454e-05,-1.8236430097040872,-0.6718140894606053,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,M2_GROWTH,const,0.22806351532373353,0.12369170618339546,1.843806042949944,0.06521141173567595,-0.014372228795721559,0.4704992594431886,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INF,FEDFUNDS,-0.0012376908791842574,0.008007710332581939,-0.15456239396526555,0.877166318911349,-0.016932803131044855,0.014457421372676341,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,UNRATE,FEDFUNDS,-0.006685772691570033,0.01672727718351787,-0.3996928261676576,0.6893827765763951,-0.03947123597126506,0.02609969058812499,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INDPRO_GROWTH,FEDFUNDS,0.08400998568625263,0.030875557534224732,2.720922062480323,0.006510010801638559,0.023493892919172157,0.1445260784533331,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,M2_GROWTH,FEDFUNDS,-0.00550132324908143,0.012997309989977533,-0.4232662953583166,0.6721009823288974,-0.030976050829437392,0.019973404331274536,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INF,SENTIMENT_CHANGE,-0.0023840170236577914,0.003177814183909021,-0.7502065525823849,0.4531303129613833,-0.008612532824119473,0.0038444987768038895,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,UNRATE,SENTIMENT_CHANGE,-0.030366973197694765,0.006638124567977673,-4.574631416859079,4.770590876179067e-06,-0.043377697350931006,-0.017356249044458524,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INDPRO_GROWTH,SENTIMENT_CHANGE,0.03525266847428251,0.012252788948813341,2.877113824579233,0.0040133080174826665,0.011237202134608361,0.05926813481395666,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,M2_GROWTH,SENTIMENT_CHANGE,-0.027186034247073238,0.005157908356244902,-5.270747824388531,1.3586903664040888e-07,-0.037295534625313244,-0.017076533868833232,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INF,L1.INF,0.5314970603062078,0.05421143146553883,9.804151005384728,1.0805179223560632e-22,0.4252426546337517,0.637751465978664,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,UNRATE,L1.INF,-0.3178323527545214,0.11324206333359793,-2.8066633845960953,0.005005752007044883,-0.5397867968883733,-0.09587790862066944,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INDPRO_GROWTH,L1.INF,0.8515008005515237,0.2090245652888441,4.073687699696268,4.6274524267015107e-05,0.4418126525853892,1.2611889485176582,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,M2_GROWTH,L1.INF,-0.3583827074886937,0.08799054292600067,-4.0729684756018685,4.641770910828189e-05,-0.530844171623655,-0.18592124335373242,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INF,L1.UNRATE,0.0334652195710814,0.03725475046703897,0.8982805991598213,0.3690359729863869,-0.039554091344314986,0.1064845304864778,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,UNRATE,L1.UNRATE,0.5357444005472464,0.0778213136568369,6.884288832615706,5.807693328663881e-12,0.38321462577984605,0.6882741753146466,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INDPRO_GROWTH,L1.UNRATE,0.42022855244270346,0.14364420585845128,2.9254820960672907,0.0034392296551677515,0.13868590896013894,0.7017711959252679,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,M2_GROWTH,L1.UNRATE,0.03232453918084107,0.06046816384568705,0.5345712044991532,0.5929463999008895,-0.08619306195670554,0.1508421403183877,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INF,L1.INDPRO_GROWTH,0.0180788657967809,0.019955284192044013,0.9059688462862773,0.3649523421777926,-0.021033491219625364,0.05719122281318717,False
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,UNRATE,L1.INDPRO_GROWTH,-0.17308411063708753,0.041684521054418035,-4.1522393986758495,3.292375771434269e-05,-0.25478577190374685,-0.09138244937042819,True
Classical t-test,p-value < 0.05 indicates statistical significance; individual VAR coefficients require cautious interpretation,INDPRO_GROWTH,L1.INDPRO_GROWTH,0.1408033722749483,0.07694215944304772,1.8299898689374632,0.06725145377665995,-0.010003260233425237,0.29161000478332183,False
