date,actual_INF,actual_UNRATE,actual_INDPRO_GROWTH,actual_M2_GROWTH,forecast_INF,forecast_UNRATE,forecast_INDPRO_GROWTH,forecast_M2_GROWTH
2023-05-01,0.1613385175246229,3.6,-0.3208999022467296,0.3284359461330766,0.22293323416323313,3.613378511931747,-0.1767298881562528,-0.2234449356562781
2023-06-01,0.223924433484246,3.6,-0.804786480502262,-0.1460520569981582,0.016919440448656294,3.9182425066032454,-0.4652856971096766,-0.44865270291931136
2023-07-01,0.1955233993963467,3.5,0.7830856183776547,-0.0389512032912264,0.07602047998746957,3.941151951993579,0.1555157615228293,-0.31602162788877985
2023-08-01,0.482405293863497,3.7,-0.0668166927796143,-0.0673588616802334,0.1462455008915834,4.185204140289923,-0.03979509709063034,0.002275260402747392
2023-09-01,0.3893326599538227,3.7,0.1801245307687438,-0.1416014685730715,0.1174905179193342,4.49729041957207,-0.29098494143715814,0.04731228419328004
2023-10-01,0.1365916058944094,3.9,-0.5481179041073148,-0.0718406422304696,0.1511658003592768,4.784830977850927,-0.210306285458858,0.19800000216088054
2023-11-01,0.1467904473087422,3.7,0.3923856488423638,0.0655747213668789,0.16553397957446203,4.966337150255657,0.06668005788995823,0.2938121724759831
2023-12-01,0.1922550678172818,3.8,-0.258901106065057,0.1512364103273711,0.1241698753163718,4.774495063917287,0.5435864065205235,-0.03267410783294333
2024-01-01,0.3094891376105302,3.7,-1.3820284885654566,0.3171417637794604,0.1348312519400895,4.463127423567082,0.7005685875237411,-0.21271525568377447
2024-02-01,0.4089168128625253,3.9,1.0653345023457383,0.3997965647229762,0.17438416560482875,4.548618027482366,0.07716493684140735,0.09737190839432786
2024-03-01,0.4421548903283501,3.9,0.1718620047660657,0.2219502454051891,0.13549585730764827,4.623221587395804,-0.05700753491583088,0.1356529568969943
2024-04-01,0.2168324140800592,3.9,-0.2133523877708931,-0.0677261219774294,0.1536540586061673,4.779960037176559,-0.02726507872328876,0.2856932103436868
2024-05-01,0.0485469461688481,3.9,0.6161931798148501,0.2906120138515433,0.19056423472184197,5.15273961314495,-0.1868090335463769,0.5980820222124279
2024-06-01,-0.0418383989980952,4.1,0.0307300368700857,0.2266621069200169,0.17751285861237195,5.280787112795121,0.08256874588752228,0.4862464739104806
2024-07-01,0.1675675808977317,4.2,-0.9143304316003408,0.1275979273627214,0.2120979932689801,5.2918765602837325,0.363415121751436,0.4252955138928555
2024-08-01,0.1570987097175624,4.2,0.4542772371983972,0.4328079392154293,0.21476392063823185,5.189971666934411,0.524494058958067,0.3399924613406584
2024-09-01,0.2131064398080973,4.1,-0.6217580718655746,0.3895775401778323,0.20435962020689724,5.040270173295909,0.4560231974268446,0.24925363506800646
2024-10-01,0.2852326705419905,4.1,-0.3401283601645488,0.2929483285795342,0.2101205771632539,4.986003299745665,0.29892489160705016,0.3015353047225072
2024-11-01,0.283789553580771,4.2,-0.1781025012705939,0.5623599282870373,0.1989531765231832,4.9441821458585355,0.23829359755563373,0.329515430183926
2024-12-01,0.3393618466373205,4.1,1.036780188456099,0.1569701822839775,0.18849720724793012,4.887574393760563,0.25692071583547615,0.3149057795121565
2025-01-01,0.4263514505441712,4.0,-0.2620864608517514,0.2890739569357592,0.20605917850943456,4.981545198371587,0.07460791591716975,0.4506128740912026
2025-02-01,0.2248529069617255,4.2,1.0286225390843562,0.3030473849513271,0.22645103238958186,5.247611420346842,-0.17226681381795972,0.666896009932388
2025-03-01,0.0331527657446706,4.2,-0.0582765302085341,0.3703776355047594,0.2381941331837775,5.525575167643868,-0.15299889659044186,0.7835896952968225
2025-04-01,0.161540575711605,4.2,0.0865615484362258,0.3772773365374959,0.24575286781238756,5.652865055389641,0.15237092908049255,0.7496384409041674
2025-05-01,0.0992320519796585,4.3,-0.1607178017262178,0.2673718678693149,0.24448819172237907,5.559383216421956,0.49363814343515744,0.5787974409102384
2025-06-01,0.2538724681627968,4.1,0.5068079054469266,0.478837087150552,0.2192740867911043,5.157392712253851,0.8521483828234936,0.22759586472602367
2025-07-01,0.2280906638931767,4.3,0.4086103854820777,0.3694372564950754,0.23853983224512335,4.963692400324313,0.5019784312635961,0.2809340712963396
2025-08-01,0.3476593840383124,4.3,-0.264644140487924,0.3033541296405317,0.23301537516808185,5.05789131337957,-0.010340625345877541,0.5058010234383196
2025-09-01,0.2946556454728188,4.4,0.0425986773305631,0.3768882745456281,0.21509107640985808,5.188284215941122,-0.08855798927538405,0.5992834234092929
2025-10-01,0.0,4.4,-0.4421176568901508,0.3368204303727751,0.21755789240274398,5.25283812678108,0.15484689568729226,0.6125731322384302
2025-11-01,0.2519606820647446,4.5,-0.1830373126825435,0.1450952020514151,0.23263298573977137,5.316678469379516,0.188619150900609,0.6342205150226392
2025-12-01,0.2973459172441295,4.4,0.4797725572832867,0.3410196691083555,0.22584744352714994,5.228357104107279,0.32144601734000533,0.4862107066433128
2026-01-01,0.1706968798782959,4.3,-0.0459126878810778,0.3385231490110385,0.22480001285746593,5.034333072938788,0.446934896443806,0.3480941748302334
2026-02-01,0.2666472542276032,4.4,0.6161888413436678,0.8775743627358779,0.22694491377406928,4.963569935530433,0.2610889401893235,0.4084463540763329
2026-03-01,0.8614229105845972,4.3,-0.2892498543284993,0.262174253196612,0.22184158916514563,5.07400340174074,-0.06192182794785017,0.5557447539749241
2026-04-01,0.63799824074664,4.3,0.6757658890105489,0.5192258905706737,0.22000743257535316,5.220847521046013,-0.09415286093237363,0.6425210200559675
